id,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,description,rating,base_marina,country,photos,userId,createdAt
3427,VEVEKOS,Open Yachts,6.0,3.0,3.0,27.0,2021.0,Velvet 27,5714,5714,5714,5714,"The 27.4m/89'11"" 'Vevekos' open yacht built by the Italian shipyard Tecnomar is available for charter for up to 6 guests in 3 cabins. This yacht features interior styling by Italian designer LUCA DINI Design & Architecture.",4.2,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VEVEKOS/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VEVEKOS/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VEVEKOS/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VEVEKOS/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VEVEKOS/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3428,VIA,Motor Yachts,8.0,4.0,3.0,25.91,2015.0,Princess V85,4786,5500,4786,5500,"The 25.98m/85'3"" motor yacht 'Via' by the British shipyard Princess offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by British designer Princess.",4.1,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3430,VIBRANCE,Motor Yachts,12.0,5.0,11.0,49.3,2024.0,Custom,32857,37143,32857,32857,"The 49.3m/161'9"" 'Vibrance' motor yacht built by the Dutch shipyard Amels is available for charter for up to 12 guests in 5 cabins. This yacht features interior styling by Donald Starkey.",4.4,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIBRANCE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIBRANCE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIBRANCE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIBRANCE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIBRANCE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3431,VICKY,Motor Yachts,12.0,6.0,12.0,59.41,2009.0,Custom,40714,45571,40714,45571,"The 59.4m/194'11"" 'Vicky' motor yacht built by the Italian shipyard Baglietto is available for charter for up to 12 guests in 6 cabins. This yacht features interior styling by Sawaya & Moroni.",4.8,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICKY/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICKY/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICKY/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICKY/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICKY/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3433,VICTORIA,Gulet Yachts,12.0,6.0,4.0,24.0,2017.0,Custom,2500,3571,2500,3571,"The 24m/78'9"" 'Victoria' gulet yacht built by shipyard Custom is available for charter for up to 12 guests in 6 cabins.",3.8,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3434,VICTORIA A,Sailing Yachts,12.0,5.0,8.0,43.4,2018.0,Custom,19571,24429,19571,19571,"The 43.45m/142'7"" sail yacht 'Victoria A' (ex. Ohana) by the Italian shipyard Perini Navi offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Italian designer Cristiano Gatto Design.",4.9,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA A/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA A/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA A/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA A/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA A/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3435,VICTORIA DEL MAR,Motor Yachts,12.0,7.0,11.0,50.01,2014.0,Custom,42357,44000,42357,42357,"The 49.9m/163'9"" motor yacht 'Victoria Del Mar' by the American shipyard Delta Marine offers flexible accommodation for up to 12 guests in 7 cabins and features interior styling by Claudette Bonville.",4.7,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA DEL MAR/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA DEL MAR/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA DEL MAR/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA DEL MAR/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA DEL MAR/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3436,VICTORIA III,Classic Yachts,8.0,4.0,3.0,25.0,2015.0,Custom,3429,4857,3429,3429,"The 24m/78'9"" classic yacht 'Victoria III' by shipyard Benetti Sail Division offers flexible accommodation for up to 8 guests in 4 cabins.",3.7,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA III/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA III/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA III/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA III/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIA III/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3437,VICTORIOUS,Expedition Yachts,12.0,6.0,26.0,85.01,2021.0,Custom,157571,163357,157571,157571,The shimmering 85m (279ft) expedition motor yacht Victorious is built by the Ak Yachts shipyard Turkey. Her classically chic interiors are helmed by H2 Yacht Design with her exteriors penned by the iconic studio Michael Leach Design. She is scheduled to be delivered to her owner in 2021.,5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIOUS/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIOUS/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIOUS/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIOUS/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORIOUS/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3438,VICTORY,Motor Yachts,12.0,6.0,12.0,55.5,2025.0,Custom,33071,36571,33071,36571,"The 55.5m/182'1"" motor yacht 'Victory' by the Dutch shipyard Feadship offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by English designer Bannenberg & Rowell.",5.0,Virgin Islands,USA,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORY/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORY/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORY/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORY/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VICTORY/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3439,VIKING III,Motor Yachts,10.0,5.0,7.0,35.05,2023.0,Centaurian 115,9071,10714,9071,10714,The 35.05m/115' motor yacht 'Viking III' by the Turkish shipyard Nedship Group offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Gregory Marshall.,4.2,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIKING III/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIKING III/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIKING III/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIKING III/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIKING III/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3440,VINCI,Motor Yachts,8.0,4.0,3.0,22.3,2023.0,Manhattan 70,3714,4429,3714,3714,"The 22.3m/73'2"" motor yacht 'Vinci' by the British shipyard Sunseeker offers flexible accommodation for up to 8 guests in 4 cabins.",4.6,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3441,VINCI II,Motor Yachts,9.0,4.0,4.0,23.97,2019.0,SX88,9214,10857,9214,10857,The 26.82m/88' 'Vinci II' (ex. Silaos IV) motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 9 guests in 4 cabins.,4.2,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI II/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI II/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI II/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI II/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINCI II/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3442,VINTAGE,Motor Yachts,8.0,4.0,4.0,27.3,2014.0,Navetta 27,5714,5714,5714,5714,"The 27.45m/90'1"" motor yacht 'Vintage' by the Italian shipyard Custom Line offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Zuccon.",3.9,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINTAGE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINTAGE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINTAGE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINTAGE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VINTAGE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3443,VIRGINIA MIA,Motor Yachts,8.0,4.0,4.0,29.0,2008.0,95 GLX,3286,4214,2286,2286,The 28.96m/95' 'Virginia Mia' motor yacht built by the Spanish shipyard Astondoa is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Italian designer Nuvolari Lenard.,4.2,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIA MIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIA MIA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIA MIA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIA MIA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIA MIA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3444,VIRGINIAN,Motor Yachts,12.0,6.0,18.0,62.25,2024.0,Custom,39929,43286,39929,43286,"The 62.23m/204'2"" motor yacht 'Virginian' by the Dutch shipyard Feadship offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by David Easton.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIAN/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIAN/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIAN/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIAN/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRGINIAN/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3446,VIRTUOSITY,Motor Yachts,12.0,6.0,12.0,56.69,2023.0,57Steel,66929,80357,66929,80357,The 56.7m/186' motor yacht 'Virtuosity' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Sanlorenzo and featuring interior styling by Italian designer Studio Lissoni she can comfortably accommodate up to 12 guests in 6 cabins.,5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSITY/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSITY/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSITY/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSITY/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSITY/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3447,VIRTUOSO,Gulet Yachts,12.0,6.0,6.0,34.6,2017.0,Custom,4571,6857,4571,6857,"The 34.6m/113'6"" 'Virtuoso' gulet yacht built by shipyard Custom is available for charter for up to 12 guests in 6 cabins. This yacht features interior styling by Aleks Banakis.",3.8,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIRTUOSO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3448,VISION,Motor Yachts,14.0,6.0,6.0,29.0,2025.0,Custom,5071,5071,5071,5071,"The 29m/95'2"" motor yacht 'Vision' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by shipyard Salim Craft Factory she can comfortably accommodate up to 14 guests in 6 cabins.",5.0,Florida,USA,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3450,VISION,Motor Yachts,12.0,6.0,15.0,59.99,2021.0,Custom,62786,66071,62786,66071,"The 60m/196'10"" 'Vision' (ex. Lyana) motor yacht built by the Italian shipyard Benetti is available for charter for up to 12 guests in 6 cabins. This yacht features interior styling by Pierre-Yves Rochon.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISION/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3451,VISIONARIA,Motor Yachts,8.0,4.0,3.0,28.65,2016.0,Amer 94,8500,9429,8500,9429,The 28.65m/94' 'Visionaria' motor yacht built by the Italian shipyard Amer is available for charter for up to 8 guests in 4 cabins.,3.4,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISIONARIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISIONARIA/01.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3452,VISTA,Motor Yachts,8.0,5.0,4.0,26.01,2020.0,Custom,8929,9786,8929,8929,"The 26.2m/85'11"" motor yacht 'Vista' by the British shipyard Princess offers flexible accommodation for up to 8 guests in 5 cabins.",4.1,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISTA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISTA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISTA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISTA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VISTA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3453,VITA,Motor Yachts,8.0,4.0,4.0,26.88,2010.0,88 Yacht,6214,6857,6214,6857,"The 26.88m/88'2"" 'Vita' motor yacht built by the British shipyard Sunseeker is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by British designer Sunseeker.",4.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3455,VITA DOLCE,Gulet Yachts,10.0,5.0,4.0,32.0,2013.0,Custom,5786,6500,4286,4786,"The 27.3m/89'7"" 'Vita Dolce' gulet yacht built by shipyard Caique is available for charter for up to 10 guests in 5 cabins.",3.7,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA DOLCE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA DOLCE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA DOLCE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA DOLCE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITA DOLCE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3458,VITTORIA,Motor Yachts,10.0,5.0,4.0,32.2,2020.0,SL106,16286,18714,14643,16286,"The 32.2m/105'8"" motor yacht 'Vittoria' by the Italian shipyard Sanlorenzo offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Amélie Gillier.",4.6,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3459,VITTORIA,Motor Yachts,8.0,4.0,4.0,26.95,2022.0,Ferretti 860,13500,15143,13500,15143,"The multi-award winning 26.95m/88'5"" motor yacht 'Vittoria' by the Italian shipyard Ferretti Yachts offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Ideaeitalia.",4.5,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VITTORIA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3460,VIVA,Motor Yachts,8.0,4.0,3.0,23.65,2022.0,Fly 78,8214,8929,7643,7643,The 23.78m/78' 'Viva' motor yacht built by the Italian shipyard Azimut is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Italian designer Achille Salvagni Architetti.,4.8,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3461,VIVA II,Motor Yachts,10.0,5.0,4.0,26.09,2025.0,Grande 26M,13429,15143,13429,13429,"The 26.09m/85'7"" motor yacht 'Viva II' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Italian shipyard Azimut and featuring interior styling by Italian designer Salvagni Architetti she can comfortably accommodate up to 10 guests in 5 cabins.",4.3,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA II/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA II/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA II/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA II/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA II/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3462,VIVA LA VIDA,Catamarans,9.0,4.0,4.0,23.99,2022.0,Sunreef 80 Sailing,11429,12857,11429,12857,"The 24.4m/80'1"" catamaran yacht 'Viva La Vida' by the Polish shipyard Sunreef Yachts offers flexible accommodation for up to 9 guests in 4 cabins and features interior styling by Polish designer Sunreef Yachts.",4.3,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA LA VIDA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA LA VIDA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA LA VIDA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA LA VIDA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVA LA VIDA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3465,VIVALDI,Motor Yachts,12.0,5.0,4.0,29.5,2018.0,MCY 96,13000,14643,13000,14643,The 29.26m/96' motor yacht 'Vivaldi' by the Italian shipyard Monte Carlo Yachts offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Italian designer Nuvolari Lenard.,4.7,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVALDI/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVALDI/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVALDI/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVALDI/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/VIVALDI/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
