id,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,description,rating,base_marina,country,photos,userId,createdAt
0,H,Motor Yachts,10.0,5.0,8.0,42.6,2015.0,Fast 140',30429,30429,30429,30429,"The 42m/137'10"" ''H' motor yacht built by the Italian shipyard Benetti is available for charter for up to 10 guests in 5 cabins. This yacht features interior styling by British designer RWD.",4.7,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/H/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/H/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/H/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/H/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/H/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
2,1K,Open Yachts,6.0,3.0,5.0,33.48,2022.0,Mangusta 108,16571,19214,16571,19214,"The 33.48m/109'10"" '1K' open yacht built by the Italian shipyard Mangusta is available for charter for up to 6 guests in 3 cabins.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/1K/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/1K/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/1K/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/1K/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/1K/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
3,2 DRUNK,Motor Yachts,8.0,4.0,2.0,21.07,2012.0,Manhattan 63,4000,4000,4000,4000,"The 21m/68'11"" '2 Drunk' motor yacht built by the British shipyard Sunseeker is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by British designer Sunseeker.",3.3,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 DRUNK/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 DRUNK/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 DRUNK/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 DRUNK/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 DRUNK/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
4,2 LADIES,Motor Yachts,12.0,6.0,10.0,46.35,2020.0,Custom,35857,35857,35857,35857,"The 46.35m/152'1"" motor yacht '2 Ladies' by the Italian shipyard Rossinavi offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Spaldoni.",4.8,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 LADIES/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 LADIES/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 LADIES/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 LADIES/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/2 LADIES/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
6,4 LIFE,Motor Yachts,8.0,4.0,4.0,26.01,2022.0,Princess 85 Motor Yacht,5714,7429,5714,5714,"The 25.93m/85'1"" '4 Life' motor yacht built by the British shipyard Princess is available for charter for up to 8 guests in 4 cabins.",4.4,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/4 LIFE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/4 LIFE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/4 LIFE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/4 LIFE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/4 LIFE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
8,5 ACES,Motor Yachts,8.0,4.0,4.0,28.65,2015.0,Custom,8500,9429,8500,9429,The 28.65m/94' '5 Aces' motor yacht built by the Italian shipyard Amer is available for charter for up to 8 guests in 4 cabins.,4.2,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/5 ACES/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/5 ACES/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/5 ACES/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/5 ACES/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/5 ACES/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
11,55 FIFTYFIVE,Motor Yachts,9.0,4.0,5.0,31.3,2021.0,Custom,14643,16286,14643,16286,The 31.1m/102' motor yacht '55 Fiftyfive' by the Italian shipyard Cerri Cantieri Navali offers flexible accommodation for up to 9 guests in 4 cabins and features interior styling by Italian designer Cerri Cantieri Navali.,5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/55 FIFTYFIVE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/55 FIFTYFIVE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/55 FIFTYFIVE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/55 FIFTYFIVE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/55 FIFTYFIVE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
12,7 ZERO,Motor Yachts,6.0,3.0,2.0,22.0,2007.0,Custom,3929,4714,3929,3929,"The 22m/72'2"" '7 Zero' motor yacht built by the Italian shipyard Mangusta is available for charter for up to 6 guests in 3 cabins.",4.3,Sardinia,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7 ZERO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7 ZERO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7 ZERO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7 ZERO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7 ZERO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
13,7X,Catamarans,8.0,4.0,3.0,24.38,2019.0,Sunreef 80 Sailing,12000,12857,12000,12857,"The 24.4m/80'1"" '7X' catamaran yacht built by the Polish shipyard Sunreef Yachts is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Polish designer Sunreef Yachts.",4.7,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7X/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7X/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7X/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7X/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/7X/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
14,888,Motor Yachts,8.0,4.0,3.0,26.01,2024.0,85 Opera Super,5500,6500,5500,5500,"The 26m/85'4"" motor yacht '888' by the Italian shipyard Riva offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Officina Italiana Design.",4.4,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/888/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/888/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/888/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/888/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/888/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
15,LAST,Open Yachts,6.0,3.0,3.0,24.96,2023.0,Leopard 24,4143,4643,4143,4143,"The 23.96m/78'7"" '@Last' open yacht built by shipyard Leopard is available for charter for up to 6 guests in 3 cabins.",4.4,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/LAST/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/LAST/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/LAST/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/LAST/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/LAST/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
18,AI,Open Yachts,8.0,4.0,3.0,23.8,2006.0,Alfamarine 78,4571,5143,4571,5143,"The 23.8m/78'1"" open yacht 'A&I' by shipyard Alfamarine offers flexible accommodation for up to 8 guests in 4 cabins.",4.3,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AI/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AI/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AI/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AI/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AI/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
20,A,Motor Yachts,11.0,5.0,7.0,34.01,2024.0,Oasis 34M,26857,26857,26857,26857,"The 34m/111'7"" motor yacht 'A+' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Benetti and featuring interior styling by American designer Bonetti/Kozerski Architecture she can comfortably accommodate up to 11 guests in 5 cabins.",4.8,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
21,A4,Open Yachts,10.0,4.0,3.0,26.92,2022.0,Leopard 27,8000,8000,8000,8000,"The 27m/88'7"" open yacht 'A4' by shipyard Leopard offers flexible accommodation for up to 10 guests in 4 cabins and features interior styling by Arno.",3.8,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
22,A4A,Motor Yachts,8.0,4.0,2.0,20.52,2023.0,Navetta 68,5929,6500,5929,6500,"The 20.53m/67'4"" motor yacht 'A4A' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Absolute she can comfortably accommodate up to 8 guests in 4 cabins.",3.5,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4A/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4A/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4A/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4A/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/A4A/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
23,AARNA,Motor Yachts,8.0,4.0,5.0,25.58,2022.0,90 Yacht,9357,9357,9357,9357,"The 27.77m/91'1"" motor yacht 'Aarna' by the British shipyard Sunseeker offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by British designer Ken Freivokh.",4.7,Abu Dhabi,UAE,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AARNA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AARNA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AARNA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AARNA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AARNA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
24,ABELY,Motor Yachts,10.0,4.0,5.0,32.99,2024.0,Commuter 108,7500,9143,7500,9143,"The 32.5m/106'8"" motor yacht 'Abely' (ex. Abely Wheeler) by shipyard Ocea offers flexible accommodation for up to 10 guests in 4 cabins.",4.5,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABELY/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABELY/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABELY/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABELY/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABELY/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
25,ABEON,Sailing Yachts,8.0,4.0,4.0,28.33,2003.0,Custom,4857,5714,4857,5714,"The 28.3m/92'10"" sail yacht 'Abeon' by the Dutch shipyard Royal Huisman offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Pieter Beeldsnijder Design.",4.4,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABEON/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABEON/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABEON/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABEON/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABEON/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
27,ABILITY,Motor Yachts,11.0,5.0,8.0,42.01,2023.0,Codecasa 41S,18143,20643,18143,18143,"The 41m/134'6"" motor yacht 'Ability' by the Italian shipyard Codecasa offers flexible accommodation for up to 11 guests in 5 cabins and features interior styling by Franco & Anna Della Role.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABILITY/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABILITY/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABILITY/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABILITY/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABILITY/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
29,ABOVE BEYOND,Catamarans,8.0,4.0,5.0,23.87,2019.0,Sunreef 80 Sailing,8143,11429,8143,8143,"The 24.4m/80'1"" 'Above & Beyond' catamaran yacht built by the Polish shipyard Sunreef Yachts is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Polish designer Sunreef Yachts.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABOVE BEYOND/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABOVE BEYOND/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABOVE BEYOND/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABOVE BEYOND/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABOVE BEYOND/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
30,ABSOLUTE KING,Motor Yachts,11.0,5.0,6.0,30.7,2007.0,Falcon 100,6286,6286,6286,6286,The 30.48m/100' motor yacht 'Absolute King' by the Italian shipyard Falcon Yachts offers flexible accommodation for up to 11 guests in 5 cabins.,4.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABSOLUTE KING/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABSOLUTE KING/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABSOLUTE KING/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABSOLUTE KING/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABSOLUTE KING/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
31,ABUNDANCE,Gulet Yachts,6.0,3.0,4.0,31.9,2025.0,Custom,7143,8143,7143,8143,"The 31.95m/104'10"" gulet yacht 'Abundance' by the New Zealander shipyard Alloy Yachts offers flexible accommodation for up to 6 guests in 3 cabins and features interior styling by Hoek Design.",4.8,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABUNDANCE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABUNDANCE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABUNDANCE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABUNDANCE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ABUNDANCE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
34,ACAPELLA,Sailing Yachts,12.0,5.0,9.0,49.0,2021.0,Custom,13857,15929,13857,13857,"The 49m/160'9"" sail yacht 'Acapella' by shipyard Custom offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Salt & Water Studio.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACAPELLA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACAPELLA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACAPELLA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACAPELLA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACAPELLA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
35,ACCAMA DELTA,Motor Yachts,10.0,4.0,5.0,30.0,2024.0,Azimut 100 Jumbo,7500,8357,7500,7500,"The 29.8m/97'9"" 'Accama Delta' motor yacht built by the Italian shipyard Azimut is available for charter for up to 10 guests in 4 cabins. This yacht features interior styling by American designer Marty Lowe.",4.0,French Riviera,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCAMA DELTA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCAMA DELTA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCAMA DELTA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCAMA DELTA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCAMA DELTA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
36,ACCEPTUS,Motor Yachts,10.0,5.0,6.0,34.01,2023.0,Custom Line 112 Next,15857,16571,14214,14214,"The 34m/111'7"" motor yacht 'Acceptus' by the Italian shipyard Custom Line offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Italian designer Zuccon.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCEPTUS/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCEPTUS/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCEPTUS/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCEPTUS/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACCEPTUS/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
38,ACE,Motor Yachts,10.0,5.0,9.0,44.27,2023.0,C144s,39071,45571,39071,39071,"The 44.27m/145'3"" motor yacht 'Ace' is an excellent new superyacht for the luxury charter market. Delivered by Conrad Shipyard and featuring interior styling by Italian designer M2 Atelier this multi-award winning yacht can comfortably accommodate up to 10 guests in 5 cabins.",4.7,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
39,ACE SIX,Motor Yachts,8.0,4.0,4.0,27.0,2020.0,Canados 82,3571,3929,3571,3929,"The 27m/88'7"" motor yacht 'Ace Six' by the Italian shipyard Canados offers flexible accommodation for up to 8 guests in 4 cabins.",4.4,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE SIX/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE SIX/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE SIX/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE SIX/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACE SIX/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
41,ACIONNA,Motor Yachts,8.0,4.0,4.0,25.6,2019.0,Custom,6214,6571,6214,6214,"The 24.6m/80'9"" motor yacht 'Acionna' by the Italian shipyard Sanlorenzo offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Sanlorenzo.",4.6,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACIONNA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACIONNA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACIONNA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACIONNA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACIONNA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
42,ACQUA,Motor Yachts,11.0,5.0,6.0,33.0,2020.0,Navetta 33,19857,23143,19000,21500,"The 33m/108'3"" 'Acqua' motor yacht built by the Italian shipyard Custom Line is available for charter for up to 11 guests in 5 cabins. This yacht features interior styling by Sarah Lee Design.",5.0,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
44,ACQUA CHIARA,Motor Yachts,10.0,5.0,9.0,47.0,2025.0,Atlantique 47,49571,54500,49571,49571,"The 47m/154'2"" motor yacht 'Acqua Chiara' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Italian shipyard Columbus Yachts and featuring interior styling by Italian designer Hot Lab she can comfortably accommodate up to 10 guests in 5 cabins.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA CHIARA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA CHIARA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA CHIARA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA CHIARA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ACQUA CHIARA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
46,AD ASTRA,Catamarans,10.0,5.0,5.0,24.38,2024.0,Custom,11429,14643,11429,11429,The 24.38m/80' catamaran yacht 'Ad Astra' is an excellent new superyacht for the luxury charter market. Delivered by the French shipyard Fountaine Pajot she can comfortably accommodate up to 10 guests in 5 cabins.,4.1,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AD ASTRA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AD ASTRA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AD ASTRA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AD ASTRA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AD ASTRA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
